timestamp,vib_x,vib_y,vib_z,vib_total,roll_deg,pitch_deg,yaw_deg,servo1,servo2,servo3,servo4,servo5,servo6
1782422175.911,0.02084,0.0228,0.03464,0.04641,-0.22,-1.41,162.08,1500,1500,1500,1500,1500,1500
1782422176.242,0.03052,0.02135,0.03533,0.05134,-0.22,-1.41,162.08,1500,1500,1500,1500,1500,1500
1782422176.575,0.02954,0.02348,0.07706,0.0858,-0.22,-1.41,162.08,1500,1500,1500,1500,1500,1500
1782422176.908,0.02167,0.01994,0.04837,0.05663,-0.22,-1.41,162.08,1500,1500,1500,1500,1500,1500
1782422177.24,0.02041,0.02037,0.03674,0.04671,-0.22,-1.41,162.08,1500,1500,1500,1500,1500,1500
1782422177.575,0.02219,0.01704,0.04123,0.04983,-0.22,-1.41,162.08,1500,1500,1500,1500,1500,1500
1782422177.908,0.0232,0.02043,0.03413,0.04605,-0.22,-1.4,162.07,1500,1500,1500,1500,1500,1500
1782422178.24,0.01985,0.02112,0.03228,0.04338,-0.22,-1.4,162.07,1500,1500,1500,1500,1500,1500
1782422178.574,0.02698,0.02887,0.04717,0.06153,-0.23,-1.4,162.07,1500,1500,1500,1500,1500,1500
1782422178.905,0.04031,0.03116,0.03547,0.06208,-0.23,-1.4,162.07,1244,1500,1500,1500,1500,1500
1782422179.24,0.02484,0.02422,0.03447,0.0489,-0.23,-1.41,162.07,1100,1500,1500,1500,1500,1500
1782422179.573,0.02115,0.02003,0.02997,0.04179,-0.23,-1.41,162.07,1100,1500,1500,1500,1500,1500
1782422179.905,0.02147,0.02112,0.03487,0.04607,-0.22,-1.4,162.08,1100,1500,1500,1500,1500,1500
1782422180.238,0.01942,0.02096,0.03724,0.04694,-0.22,-1.4,162.08,1100,1500,1500,1500,1500,1500
1782422180.571,0.01811,0.02488,0.03697,0.0481,-0.23,-1.4,162.08,1100,1500,1500,1500,1500,1500
1782422180.905,0.02564,0.02264,0.03574,0.04947,-0.23,-1.4,162.08,1100,1500,1500,1500,1500,1500
1782422181.238,0.02269,0.02002,0.03181,0.0439,-0.23,-1.4,162.08,1100,1500,1500,1500,1500,1500
1782422181.571,0.02484,0.02599,0.03122,0.04762,-0.23,-1.39,162.08,1100,1500,1500,1500,1500,1500
1782422181.902,0.0271,0.0238,0.04835,0.06032,-0.22,-1.39,162.08,1100,1500,1500,1500,1500,1500
1782422182.236,0.03303,0.03403,0.03605,0.05957,-0.22,-1.39,162.08,1100,1500,1500,1500,1500,1500
1782422182.57,0.05228,0.06898,0.03737,0.09428,-0.23,-1.39,162.09,1100,1500,1500,1500,1500,1500
1782422182.902,0.10116,0.0749,0.25502,0.28439,-0.23,-1.39,162.08,1500,1500,1500,1500,1500,1500
1782422183.236,0.03625,0.03368,0.05739,0.07578,-0.23,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422183.567,0.03725,0.03362,0.04518,0.06752,-0.23,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422183.902,0.06394,0.04316,0.04695,0.09031,-0.22,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422184.235,0.04808,0.05318,0.04679,0.08561,-0.23,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422184.566,0.05054,0.04079,0.04747,0.08044,-0.23,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422184.9,0.04634,0.04682,0.04056,0.07736,-0.23,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422185.233,0.04997,0.04433,0.04473,0.08039,-0.23,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422185.565,0.03875,0.03175,0.04038,0.06434,-0.22,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422185.9,0.03553,0.02627,0.04631,0.06401,-0.23,-1.4,162.08,1500,1500,1500,1500,1500,1500
1782422186.231,0.03681,0.04588,0.04168,0.07209,-0.22,-1.41,162.08,1500,1500,1500,1500,1500,1500
1782422186.565,0.04183,0.05309,0.04883,0.08338,-0.22,-1.41,162.09,1500,1500,1500,1500,1500,1500
1782422186.898,0.03083,0.02384,0.04212,0.05739,-0.22,-1.41,162.09,1500,1500,1500,1500,1500,1500
1782422187.233,0.02897,0.02661,0.04566,0.06026,-0.22,-1.41,162.09,1500,1500,1500,1500,1500,1500
1782422187.565,0.05285,0.03797,0.04292,0.07796,-0.22,-1.41,162.09,1500,1500,1500,1500,1500,1500
1782422187.897,0.03678,0.03308,0.04583,0.06744,-0.23,-1.41,162.1,1500,1500,1500,1500,1500,1500
1782422188.232,0.05153,0.0384,0.05571,0.08505,-0.22,-1.41,162.1,1492,1500,1500,1500,1500,1500
1782422188.562,0.03418,0.02621,0.04359,0.06128,-0.22,-1.41,162.1,1492,1500,1500,1500,1500,1500
1782422188.897,0.02827,0.02245,0.03445,0.0499,-0.22,-1.41,162.1,1244,1500,1500,1500,1500,1500
1782422189.23,0.04153,0.0461,0.04074,0.07423,-0.22,-1.41,162.1,1100,1500,1500,1500,1500,1500
1782422189.562,0.0478,0.03647,0.04937,0.0778,-0.22,-1.42,162.1,1100,1500,1500,1500,1500,1500
1782422189.895,0.02265,0.02569,0.03647,0.05003,-0.22,-1.42,162.1,1100,1500,1500,1500,1500,1500
1782422190.227,0.03343,0.0306,0.032,0.05548,-0.22,-1.42,162.1,1100,1500,1500,1500,1500,1500
1782422190.56,0.03458,0.03634,0.03642,0.06199,-0.22,-1.43,162.1,1100,1500,1500,1500,1500,1500
1782422190.895,0.03713,0.03945,0.03577,0.06492,-0.22,-1.42,162.1,1100,1500,1500,1500,1500,1500
1782422191.226,0.02407,0.02293,0.03975,0.05181,-0.22,-1.42,162.1,1100,1500,1500,1500,1500,1500
1782422191.559,0.03107,0.02964,0.04028,0.05888,-0.23,-1.43,162.11,1100,1500,1500,1500,1500,1500
1782422191.892,0.03312,0.03128,0.03627,0.05823,-0.23,-1.43,162.11,1100,1500,1500,1500,1500,1500
1782422192.227,0.05131,0.05018,0.04251,0.08341,-0.23,-1.43,162.11,1100,1500,1500,1500,1500,1500
1782422192.559,0.02618,0.03624,0.0322,0.0551,-0.23,-1.44,162.11,1100,1500,1500,1500,1500,1500
1782422192.894,0.0464,0.0302,0.04057,0.06863,-0.22,-1.44,162.11,1100,1500,1500,1500,1500,1500
1782422193.225,0.04672,0.05101,0.04161,0.08072,-0.22,-1.44,162.11,1100,1500,1500,1500,1500,1500
1782422193.557,0.0329,0.02317,0.03713,0.05475,-0.22,-1.44,162.12,1100,1500,1500,1500,1500,1500
1782422193.889,0.02282,0.02253,0.03694,0.04891,-0.21,-1.45,162.12,1100,1500,1500,1500,1500,1500
1782422194.224,0.03134,0.0253,0.03455,0.05307,-0.21,-1.45,162.12,1100,1500,1500,1500,1500,1500
1782422194.556,0.02132,0.01777,0.03513,0.04477,-0.21,-1.45,162.12,1100,1500,1500,1500,1500,1500
1782422194.889,0.02524,0.02491,0.03387,0.04904,-0.2,-1.45,162.12,1100,1500,1500,1500,1500,1500
1782422195.224,0.02259,0.02306,0.02684,0.04198,-0.2,-1.46,162.12,1100,1500,1500,1500,1500,1500
1782422195.554,0.03376,0.02143,0.02986,0.0499,-0.2,-1.46,162.12,1100,1500,1500,1500,1500,1500
1782422195.889,0.03293,0.02689,0.03404,0.05447,-0.2,-1.46,162.12,1100,1500,1500,1500,1500,1500
1782422196.224,0.02286,0.02695,0.03362,0.04878,-0.2,-1.46,162.12,1100,1500,1500,1500,1500,1500
1782422196.554,0.03097,0.03136,0.03894,0.05882,-0.2,-1.46,162.12,1100,1500,1500,1500,1500,1500
1782422196.886,0.02433,0.02133,0.03416,0.04705,-0.2,-1.47,162.12,1100,1500,1500,1500,1500,1500
1782422197.221,0.05448,0.03871,0.11183,0.13028,-0.2,-1.47,162.12,1108,1500,1500,1500,1500,1500
1782422197.554,0.02724,0.0222,0.03908,0.05256,-0.2,-1.47,162.12,1108,1500,1500,1500,1500,1500
1782422197.886,0.02709,0.0271,0.03551,0.05224,-0.2,-1.48,162.12,1164,1500,1500,1500,1500,1500
1782422198.221,0.01832,0.0206,0.03,0.04074,-0.2,-1.48,162.12,1100,1500,1500,1500,1500,1500
1782422198.551,0.02636,0.02207,0.04616,0.05756,-0.19,-1.48,162.12,1100,1500,1500,1500,1500,1500
1782422198.884,0.02089,0.01947,0.03584,0.04583,-0.2,-1.48,162.12,1100,1500,1500,1500,1500,1500
1782422199.221,0.02491,0.02183,0.03977,0.05176,-0.19,-1.48,162.13,1100,1500,1500,1500,1500,1500
1782422199.55,0.02298,0.01851,0.03439,0.04532,-0.2,-1.48,162.13,1100,1500,1500,1500,1500,1500
1782422199.884,0.02224,0.02381,0.02912,0.0437,-0.2,-1.48,162.13,1100,1500,1500,1500,1500,1500
1782422200.216,0.01948,0.0243,0.02954,0.04292,-0.2,-1.49,162.12,1100,1500,1500,1500,1500,1500
1782422200.549,0.02015,0.02078,0.0356,0.04588,-0.2,-1.49,162.12,1100,1500,1500,1500,1500,1500
1782422200.883,0.02473,0.02433,0.03293,0.04783,-0.2,-1.49,162.12,1100,1500,1500,1500,1500,1500
1782422201.215,0.06699,0.05461,0.19875,0.21673,-0.2,-1.49,162.12,1500,1500,1500,1500,1500,1500
