timestamp,vib_x,vib_y,vib_z,vib_total,roll_deg,pitch_deg,yaw_deg,servo1,servo2,servo3,servo4,servo5,servo6
1782421832.95,0.04512,0.02974,0.03297,0.0633,-2.03,-3.03,-165.5,1500,1500,1500,1500,1500,1500
1782421833.282,0.03229,0.03138,0.0408,0.06076,-2.03,-3.03,-165.5,1500,1500,1500,1500,1500,1500
1782421833.615,0.03896,0.02508,0.03221,0.05643,-2.03,-3.03,-165.5,1500,1500,1500,1500,1500,1500
1782421833.947,0.03648,0.026,0.03705,0.05813,-2.03,-3.03,-165.5,1500,1500,1500,1500,1500,1500
1782421834.28,0.03557,0.03653,0.03099,0.05967,-2.04,-3.03,-165.5,1500,1500,1500,1500,1500,1500
1782421834.615,0.03725,0.04312,0.03477,0.06675,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421834.947,0.0413,0.0275,0.03056,0.05828,-2.03,-3.02,-165.5,1500,1500,1500,1500,1500,1500
1782421835.28,0.04886,0.03803,0.03901,0.07318,-2.03,-3.02,-165.5,1500,1500,1500,1500,1500,1500
1782421835.613,0.04108,0.03769,0.03325,0.06491,-2.03,-3.02,-165.5,1500,1500,1500,1500,1500,1500
1782421835.945,0.03603,0.02578,0.03274,0.05508,-2.03,-3.02,-165.5,1500,1500,1500,1500,1500,1500
1782421836.28,0.04307,0.03238,0.03444,0.06394,-2.03,-3.02,-165.5,1500,1500,1500,1500,1500,1500
1782421836.612,0.03231,0.02968,0.03181,0.0542,-2.03,-3.02,-165.51,1500,1500,1500,1500,1500,1500
1782421836.945,0.02627,0.0261,0.03558,0.05135,-2.03,-3.02,-165.51,1500,1500,1500,1500,1500,1500
1782421837.28,0.0268,0.02279,0.02855,0.04531,-2.04,-3.02,-165.51,1500,1500,1500,1500,1500,1500
1782421837.611,0.0219,0.02003,0.03707,0.04749,-2.03,-3.02,-165.51,1500,1500,1500,1500,1500,1500
1782421837.945,0.02325,0.02178,0.03267,0.04563,-2.03,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421838.28,0.02058,0.02032,0.03175,0.04295,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421838.611,0.02037,0.02137,0.02895,0.04135,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421838.943,0.01908,0.02499,0.03036,0.0437,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421839.275,0.02477,0.02441,0.02947,0.04558,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421839.611,0.02504,0.02155,0.02988,0.04455,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421839.943,0.02086,0.01975,0.02892,0.04076,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421840.275,0.02159,0.02169,0.03376,0.04557,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421840.607,0.02247,0.01991,0.03571,0.04665,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421840.94,0.01887,0.02167,0.03087,0.04217,-2.04,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421841.275,0.02121,0.01945,0.03811,0.04775,-2.05,-3.03,-165.51,1500,1500,1500,1500,1500,1500
1782421841.607,0.02345,0.02125,0.02834,0.04248,-2.04,-3.04,-165.51,1500,1500,1500,1500,1500,1500
1782421841.94,0.03001,0.03217,0.03515,0.05631,-2.04,-3.04,-165.51,1500,1500,1500,1500,1500,1500
1782421842.272,0.02296,0.02404,0.03353,0.04722,-2.05,-3.04,-165.51,1500,1500,1500,1500,1500,1500
1782421842.605,0.02404,0.01866,0.02882,0.04191,-2.05,-3.04,-165.51,1500,1500,1500,1500,1500,1500
1782421842.94,0.02053,0.02285,0.02558,0.03998,-2.05,-3.04,-165.51,1500,1500,1500,1500,1500,1500
1782421843.272,0.01746,0.02174,0.03092,0.04164,-2.05,-3.04,-165.51,1500,1500,1500,1500,1500,1500
1782421843.604,0.02228,0.02144,0.03006,0.04313,-2.05,-3.04,-165.5,1500,1500,1500,1500,1500,1500
1782421843.937,0.02362,0.02393,0.03241,0.0467,-2.05,-3.05,-165.51,1500,1500,1500,1500,1500,1500
1782421844.269,0.03652,0.03234,0.02752,0.05601,-2.05,-3.05,-165.51,1500,1500,1500,1500,1500,1500
1782421844.604,0.02727,0.02485,0.03468,0.05063,-2.05,-3.05,-165.5,1500,1500,1500,1500,1500,1500
1782421844.936,0.01831,0.02195,0.03399,0.04441,-2.06,-3.05,-165.51,1500,1500,1500,1500,1500,1500
1782421845.269,0.02164,0.02125,0.03177,0.04392,-2.06,-3.05,-165.51,1500,1500,1500,1500,1500,1500
1782421845.602,0.01864,0.01948,0.0325,0.04222,-2.06,-3.05,-165.51,1500,1500,1500,1500,1500,1500
1782421845.934,0.02401,0.02046,0.0342,0.04652,-2.05,-3.05,-165.5,1500,1500,1500,1500,1500,1500
1782421846.269,0.021,0.02061,0.03315,0.04433,-2.06,-3.06,-165.5,1500,1500,1500,1500,1500,1500
1782421846.601,0.02352,0.02321,0.03046,0.04494,-2.05,-3.07,-165.5,1500,1500,1500,1500,1500,1500
1782421846.934,0.02607,0.021,0.03252,0.04667,-2.06,-3.06,-165.49,1500,1500,1500,1500,1500,1500
1782421847.268,0.0256,0.02534,0.0313,0.04772,-2.06,-3.06,-165.5,1500,1500,1500,1500,1500,1500
