timestamp,vib_x,vib_y,vib_z,vib_total,roll_deg,pitch_deg,yaw_deg,servo1,servo2,servo3,servo4,servo5,servo6
1782419368.942,0.02162,0.02199,0.03821,0.0491,-0.17,-2.02,-171.93,1500,1500,1500,1500,1500,1500
1782419369.277,0.02312,0.01924,0.03941,0.04958,-0.17,-2.02,-171.92,1500,1500,1500,1500,1500,1500
1782419369.608,0.03086,0.03146,0.03965,0.05928,-0.17,-2.03,-171.92,1500,1500,1500,1500,1500,1500
1782419369.941,0.02006,0.02396,0.03434,0.04644,-0.17,-2.03,-171.91,1500,1500,1500,1500,1500,1500
1782419370.272,0.02388,0.02407,0.02977,0.04512,-0.17,-2.03,-171.91,1500,1500,1500,1500,1500,1500
1782419370.604,0.02201,0.02071,0.03048,0.04293,-0.17,-2.03,-171.9,1500,1500,1500,1500,1500,1500
1782419370.938,0.02279,0.01871,0.0322,0.04367,-0.17,-2.03,-171.9,1500,1500,1500,1500,1500,1500
1782419371.268,0.02137,0.01938,0.03681,0.04677,-0.17,-2.03,-171.89,1500,1500,1500,1500,1500,1500
1782419371.604,0.03769,0.02342,0.03282,0.05519,-0.16,-2.03,-171.88,1500,1500,1500,1500,1500,1500
1782419371.938,0.03914,0.02836,0.03545,0.05994,-0.16,-2.03,-171.88,1500,1500,1500,1500,1500,1500
1782419372.269,0.05413,0.03945,0.05327,0.08558,-0.15,-2.03,-171.87,1500,1500,1500,1500,1500,1500
1782419372.603,0.04178,0.0325,0.03469,0.06329,-0.16,-2.03,-171.87,1500,1500,1500,1500,1500,1500
1782419372.936,0.05586,0.03672,0.03314,0.07462,-0.16,-2.03,-171.86,1500,1500,1500,1500,1500,1500
1782419373.269,0.04371,0.03093,0.03253,0.06266,-0.15,-2.03,-171.86,1500,1500,1500,1500,1500,1500
1782419373.602,0.05359,0.0446,0.03423,0.07767,-0.16,-2.03,-171.85,1500,1500,1500,1500,1500,1500
1782419373.932,0.04888,0.03313,0.03778,0.0701,-0.16,-2.03,-171.85,1500,1500,1500,1500,1500,1500
1782419374.269,0.02573,0.02404,0.03168,0.04737,-0.16,-2.03,-171.84,1500,1500,1500,1500,1500,1500
1782419374.602,0.02597,0.02334,0.03555,0.04983,-0.16,-2.02,-171.84,1500,1500,1500,1500,1500,1500
1782419374.933,0.01878,0.02097,0.02983,0.04102,-0.16,-2.02,-171.84,1500,1500,1500,1500,1500,1500
