timestamp,vib_x,vib_y,vib_z,vib_total,roll_deg,pitch_deg,yaw_deg,servo1,servo2,servo3,servo4,servo5,servo6
1782421729.061,0.0314,0.03003,0.03868,0.05817,-2.11,-2.97,-165.16,1500,1500,1500,1500,1500,1500
1782421729.395,0.04494,0.03538,0.04531,0.07297,-2.11,-2.97,-165.16,1500,1500,1500,1500,1500,1500
1782421729.731,0.04803,0.04032,0.04077,0.0748,-2.11,-2.98,-165.17,1500,1500,1500,1500,1500,1500
1782421730.061,0.05001,0.03729,0.03463,0.07135,-2.11,-2.99,-165.18,1500,1500,1500,1500,1500,1500
1782421730.395,0.0281,0.02556,0.02989,0.04834,-2.11,-3.0,-165.19,1500,1500,1500,1500,1500,1500
1782421730.731,0.04462,0.03682,0.03823,0.06934,-2.11,-3.0,-165.19,1500,1500,1500,1500,1500,1500
1782421731.059,0.04305,0.03218,0.03272,0.06292,-2.11,-3.01,-165.19,1500,1500,1500,1500,1500,1500
1782421731.395,0.04908,0.03558,0.03096,0.06806,-2.11,-3.01,-165.19,1500,1500,1500,1500,1500,1500
1782421731.731,0.04498,0.04142,0.03524,0.07058,-2.11,-3.02,-165.2,1500,1500,1500,1500,1500,1500
1782421732.059,0.03576,0.03688,0.02997,0.05947,-2.11,-3.02,-165.2,1500,1500,1500,1500,1500,1500
1782421732.391,0.02871,0.02401,0.0321,0.0493,-2.11,-3.03,-165.21,1500,1500,1500,1500,1500,1500
1782421732.729,0.0457,0.04008,0.0339,0.0696,-2.11,-3.03,-165.21,1500,1500,1500,1500,1500,1500
1782421733.058,0.0366,0.02317,0.02813,0.05165,-2.11,-3.04,-165.22,1500,1500,1500,1500,1500,1500
1782421733.391,0.02691,0.02476,0.02904,0.04669,-2.11,-3.04,-165.22,1500,1500,1500,1500,1500,1500
1782421733.729,0.02358,0.02281,0.03261,0.04626,-2.11,-3.04,-165.23,1500,1500,1500,1500,1500,1500
1782421734.058,0.03309,0.02623,0.02952,0.05153,-2.11,-3.05,-165.24,1500,1500,1500,1500,1500,1500
1782421734.389,0.03535,0.03595,0.03317,0.06035,-2.11,-3.05,-165.24,1500,1500,1500,1500,1500,1500
1782421734.729,0.03453,0.02966,0.02934,0.05416,-2.11,-3.05,-165.24,1500,1500,1500,1500,1500,1500
1782421735.058,0.02947,0.03005,0.02965,0.05149,-2.11,-3.06,-165.25,1500,1500,1500,1500,1500,1500
1782421735.389,0.03399,0.03449,0.03704,0.06096,-2.12,-3.06,-165.25,1500,1500,1500,1500,1500,1500
1782421735.726,0.02927,0.02666,0.03431,0.05239,-2.11,-3.06,-165.26,1500,1500,1500,1500,1500,1500
1782421736.055,0.02377,0.02708,0.02996,0.04686,-2.11,-3.06,-165.26,1500,1500,1500,1500,1500,1500
1782421736.389,0.03652,0.03125,0.03352,0.0586,-2.11,-3.06,-165.27,1500,1500,1500,1500,1500,1500
1782421736.727,0.02114,0.02576,0.03719,0.04994,-2.11,-3.07,-165.27,1500,1500,1500,1500,1500,1500
1782421737.055,0.02244,0.02245,0.02997,0.04365,-2.11,-3.07,-165.27,1500,1500,1500,1500,1500,1500
1782421737.386,0.02179,0.02236,0.03421,0.04632,-2.11,-3.08,-165.28,1500,1500,1500,1500,1500,1500
1782421737.726,0.02032,0.02299,0.03042,0.04321,-2.11,-3.08,-165.28,1500,1500,1500,1500,1500,1500
1782421738.054,0.01733,0.02104,0.03387,0.04347,-2.1,-3.08,-165.28,1500,1500,1500,1500,1500,1500
1782421738.385,0.02343,0.02423,0.03211,0.04655,-2.11,-3.09,-165.29,1500,1500,1500,1500,1500,1500
1782421738.726,0.01962,0.02109,0.03177,0.04288,-2.11,-3.09,-165.29,1500,1500,1500,1500,1500,1500
1782421739.051,0.02341,0.02301,0.03164,0.04559,-2.11,-3.09,-165.29,1500,1500,1500,1500,1500,1500
1782421739.383,0.01956,0.02403,0.03579,0.04734,-2.11,-3.1,-165.29,1500,1500,1500,1500,1500,1500
1782421739.726,0.0241,0.02112,0.03366,0.04647,-2.1,-3.1,-165.29,1500,1500,1500,1500,1500,1500
1782421740.051,0.02198,0.02042,0.03207,0.04391,-2.1,-3.1,-165.3,1500,1500,1500,1500,1500,1500
1782421740.383,0.0221,0.0233,0.0302,0.04408,-2.1,-3.1,-165.3,1500,1500,1500,1500,1500,1500
1782421740.72,0.01959,0.02139,0.0287,0.0408,-2.1,-3.11,-165.3,1500,1500,1500,1500,1500,1500
1782421741.048,0.02312,0.02152,0.03199,0.04496,-2.11,-3.11,-165.31,1500,1500,1500,1500,1500,1500
1782421741.383,0.02452,0.02655,0.03414,0.04971,-2.1,-3.1,-165.31,1500,1500,1500,1500,1500,1500
1782421741.715,0.02725,0.02379,0.03277,0.04881,-2.11,-3.11,-165.32,1500,1500,1500,1500,1500,1500
1782421742.048,0.02169,0.02026,0.04644,0.05511,-2.1,-3.11,-165.32,1500,1500,1500,1500,1500,1500
1782421742.38,0.02323,0.02174,0.02678,0.04159,-2.11,-3.11,-165.32,1500,1500,1500,1500,1500,1500
